company_name,ticker,esg_score,risk_level,page_number
Ciclo Combinado Tierra Mojada SRL,-,55.9,Severe ESG Risk,265
Cicor Technologies Ltd.,SWX:CICN,15.4,Low ESG Risk,265
CIE Automotive India Ltd.,BOM:532756,26.9,Medium ESG Risk,265
CIE Automotive SA,MCE:CIE,11.3,Low ESG Risk,266
Cie d'Entreprises CFE SA,BRU:CFEB,24.1,Medium ESG Risk,266
Cielo SA,-,11.4,Low ESG Risk,266
Ciena Corp.,NYS:CIEN,14.5,Low ESG Risk,266
CIFI Holdings (Group) Co. Ltd.,HKG:884,27.6,Medium ESG Risk,266
CIMB Bank Bhd.,-,24.6,Medium ESG Risk,266
CIMB Group Holdings Bhd.,KLS:1023,15.1,Low ESG Risk,266
CIMC Enric Holdings Ltd.,HKG:3899,23.9,Medium ESG Risk,266
Cimpress Plc,NAS:CMPR,7.8,Negligible ESG Risk,266
Çimsa Çimento Sanayi ve Ticaret AS,IST:CIMSA.E,25.5,Medium ESG Risk,266
Cincinnati Financial Corp.,NAS:CINF,23.1,Medium ESG Risk,267
Cinda Real Estate Co. Ltd.,SHG:600657,27.1,Medium ESG Risk,267
"Cinemark Holdings, Inc.",NYS:CNK,18.6,Low ESG Risk,267
"Cineplex, Inc.",TSE:CGX,16.8,Low ESG Risk,267
Cint Group AB,OME:CINT,22,Medium ESG Risk,267
Cintas Corp.,NAS:CTAS,17,Low ESG Risk,267
"Cipher Mining, Inc.",NAS:CIFR,25.1,Medium ESG Risk,267
Cipla Ltd.,BOM:500087,25.4,Medium ESG Risk,267
CIR SpA - Cie Industriali Riunite,MIL:CIR,39,High ESG Risk,267
Circle Anglia Social Housing Plc,-,16.4,Low ESG Risk,267
"CIRCOR International, Inc.",-,28.7,Medium ESG Risk,268
"Cirrus Logic, Inc.",NAS:CRUS,14.5,Low ESG Risk,268
Cirsa Enterprises SA,-,12,Low ESG Risk,268
"Cisco Systems, Inc.",NAS:CSCO,12.9,Low ESG Risk,268
Citadel Finance LLC,-,36,High ESG Risk,268
Citadel LP,-,35.8,High ESG Risk,268
"CITIC Heavy Industries Co., Ltd.",SHG:601608,36.9,High ESG Risk,268
CITIC Ltd.,HKG:267,51.9,Severe ESG Risk,268
"Citic Pacific Special Steel Group Co., Ltd.",SHE:000708,42.6,Severe ESG Risk,268
CITIC Press Corp.,SHE:300788,14.8,Low ESG Risk,268
CITIC Resources Holdings Ltd.,HKG:1205,24,Medium ESG Risk,269
"CITIC Securities Co., Ltd.",HKG:6030,28.4,Medium ESG Risk,269
CITIC Telecom International Holdings Ltd.,HKG:1883,22,Medium ESG Risk,269
"Citigroup Global Markets Holdings, Inc.",-,19.1,Low ESG Risk,269
"Citigroup, Inc.",NYS:C,22.1,Medium ESG Risk,269
"Citius Pharmaceuticals, Inc.",NAS:CTXR,34.9,High ESG Risk,269
Citizen Housing Group Ltd.,-,14.6,Low ESG Risk,269
"Citizen Watch Co., Ltd.",TKS:7762,11.6,Low ESG Risk,269
Citizens & Northern Corp.,NAS:CZNC,35.6,High ESG Risk,269
"Citizens Financial Group, Inc. (Rhode Island)",NYS:CFG,23,Medium ESG Risk,269
"Citizens Financial Services, Inc.",NAS:CZFS,32.1,High ESG Risk,270
City Cement Co.,SAU:3003,43.1,Severe ESG Risk,270
City Developments Ltd.,SES:C09,6.2,Negligible ESG Risk,270
City Holding Co.,NAS:CHCO,31.6,High ESG Risk,270
City of London Investment Group Plc,LON:CLIG,28.4,Medium ESG Risk,270
"City Office REIT, Inc.",NYS:CIO,16.3,Low ESG Risk,270
City Union Bank Ltd.,BOM:532210,26.8,Medium ESG Risk,270
Citychamp Watch & Jewellery Group Ltd.,HKG:256,18.6,Low ESG Risk,270
Citycon Oyj,HEL:CTY1S,11.3,Low ESG Risk,270
"Civista Bancshares, Inc.",NAS:CIVB,30,Medium ESG Risk,270
"Civitas Resources, Inc.",NYS:CIVI,37.3,High ESG Risk,271
"CJ CGV Co., Ltd.",KRX:079160,16.8,Low ESG Risk,271
CJ CheilJedang Corp.,KRX:097950,26.8,Medium ESG Risk,271
CJ Corp.,KRX:001040,37.5,High ESG Risk,271
"CJ ENM Co., Ltd.",KRX:035760,15.6,Low ESG Risk,271
CJ Freshway Corp.,KRX:051500,17.3,Low ESG Risk,271
CJ Logistics Corp.,KRX:000120,17.1,Low ESG Risk,271
CK Asset Holdings Ltd.,HKG:1113,15.1,Low ESG Risk,271
CK Hutchison Group Telecom Holdings Ltd.,-,12.6,Low ESG Risk,271
CK Hutchison Holdings Ltd.,HKG:1,30.7,High ESG Risk,271
CK Infrastructure Holdings Ltd.,HKG:1038,30.4,High ESG Risk,272
"CK Life Sciences International (Holdings), Inc.",HKG:775,23.2,Medium ESG Risk,272
CK Power Public Co. Ltd.,BKK:CKP,28.6,Medium ESG Risk,272
CKD Corp.,TKS:6407,28.5,Medium ESG Risk,272
CKE Holdings LP,-,33.2,High ESG Risk,272
Clal Insurance Enterprises Holdings Ltd.,TAE:CLIS,34.8,High ESG Risk,272
Clariane SE,PAR:CLARI,31.1,High ESG Risk,272
Clariant AG,SWX:CLN,17.8,Low ESG Risk,272
Clarion Housing Group Ltd.,-,13.5,Low ESG Risk,272
Clarios Global GP LLC,-,11.8,Low ESG Risk,272
Clarios Global LP,-,23,Medium ESG Risk,273
Clarivate Plc,NYS:CLVT,19.7,Low ESG Risk,273
Clarkson Plc,LON:CKN,25.3,Medium ESG Risk,273
"Claros Mortgage Trust, Inc.",NYS:CMTG,19.9,Low ESG Risk,273
Clarus Corp.,NAS:CLAR,16.2,Low ESG Risk,273
Clas Ohlson AB,OME:CLAS.B,10.6,Low ESG Risk,273
"CLASSYS, Inc.",KRX:214150,31,High ESG Risk,273
Clean Energy Fuels Corp.,NAS:CLNE,33,High ESG Risk,273
"Clean Harbors, Inc.",NYS:CLH,22.2,Medium ESG Risk,273
Clean Science & Technology Ltd.,BOM:543318,24,Medium ESG Risk,273
"Cleanaway Co., Ltd.",TAI:8422,18.7,Low ESG Risk,274
Cleanaway Waste Management Ltd.,ASX:CWY,21.3,Medium ESG Risk,274
"CleanSpark, Inc.",NAS:CLSK,24.6,Medium ESG Risk,274
Cleanup Corp.,TKS:7955,17,Low ESG Risk,274
"Clear Channel Outdoor Holdings, Inc.",NYS:CCO,16.1,Low ESG Risk,274
"Clear Secure, Inc.",NYS:YOU,22.7,Medium ESG Risk,274
"Clearfield, Inc.",NAS:CLFD,19.4,Low ESG Risk,274
"Clearpoint Neuro, Inc.",NAS:CLPT,32.5,High ESG Risk,274
"Clearwater Analytics Holdings, Inc.",NYS:CWAN,26.3,Medium ESG Risk,274
Clearwater Paper Corp.,NYS:CLW,22.5,Medium ESG Risk,274
"Clearway Energy, Inc.",NYS:CWEN,41.6,Severe ESG Risk,275
Cleco Corporate Holdings LLC,-,43.2,Severe ESG Risk,275
Cleopatra Hospital Co.,CAI:CLHO,31.6,High ESG Risk,275
"Cleveland-Cliffs, Inc.",NYS:CLF,36.6,High ESG Risk,275
Clevo Co.,TAI:2362,19.9,Low ESG Risk,275
Clicks Group Ltd.,JSE:CLS,20.7,Medium ESG Risk,275
"Client Service International, Inc.",SHE:300663,29.2,Medium ESG Risk,275
Clifford Capital Pte Ltd.,-,24.2,Medium ESG Risk,275
"Climb Global Solutions, Inc.",NAS:CLMB,13.1,Low ESG Risk,275
Clinuvel Pharmaceuticals Ltd.,ASX:CUV,22.6,Medium ESG Risk,275
"Clipper Realty, Inc.",NYS:CLPR,24.6,Medium ESG Risk,276
Cliq Digital AG,ETR:CLIQ,28.1,Medium ESG Risk,276
Cloetta AB,OME:CLA.B,23.1,Medium ESG Risk,276
Close Brothers Group Plc,LON:CBG,20.9,Medium ESG Risk,276
"Cloud Music, Inc.",HKG:9899,23.2,Medium ESG Risk,276
Cloudberry Clean Energy ASA,OSL:CLOUD,21,Medium ESG Risk,276
"Cloudflare, Inc.",NYS:NET,23.9,Medium ESG Risk,276
ClouDr Group Ltd.,HKG:9955,24.3,Medium ESG Risk,276
Clover Health Investments Corp.,NAS:CLOV,32.7,High ESG Risk,276
CLP Holdings Ltd.,HKG:2,19,Low ESG Risk,276
CLS Holdings Plc,LON:CLI,17.6,Low ESG Risk,277
CLSA Finance Ltd.,-,23.9,Medium ESG Risk,277
Clydesdale Bank Plc,-,16.5,Low ESG Risk,277
CM Hospitalar SA,BSP:VVEO3,13.4,Low ESG Risk,277
CMA CGM SA,-,20.7,Medium ESG Risk,277
CMB International Leasing Management Ltd.,-,24.8,Medium ESG Risk,277
CMB Wing Lung Bank Ltd.,-,26.4,Medium ESG Risk,277
CMC Magnetics Corp.,TAI:2323,20.9,Medium ESG Risk,277
CMC Markets Plc,LON:CMCX,24.3,Medium ESG Risk,277
"CME Group, Inc.",NAS:CME,17.1,Low ESG Risk,277
"CMG Pharmaceutical Co., Ltd.",KRX:058820,41.2,Severe ESG Risk,278
CMGE Technology Group Ltd.,HKG:302,18.5,Low ESG Risk,278
CMK Corp.,TKS:6958,23.1,Medium ESG Risk,278
CMOC Group Ltd.,HKG:3993,31.4,High ESG Risk,278
CMS Energy Corp.,NYS:CMS,20.3,Medium ESG Risk,278
CMS Info Systems Ltd.,BOM:543441,31.5,High ESG Risk,278
"CMST Development Co., Ltd.",SHG:600787,27.4,Medium ESG Risk,278
CNA Financial Corp.,NYS:CNA,28.9,Medium ESG Risk,278
CNB Financial Corp. (Pennsylvania),NAS:CCNE,31,High ESG Risk,278
CNCB (Hong Kong) Investment Ltd.,-,27,Medium ESG Risk,278
"CNGR Advanced Material Co., Ltd.",SHE:300919,33.9,High ESG Risk,279
CNH Industrial Capital Canada Ltd.,-,16.6,Low ESG Risk,279
CNH Industrial Capital LLC,-,15.8,Low ESG Risk,279
CNH Industrial NV,NYS:CNH,13.7,Low ESG Risk,279
"CNNC Hua Yuan Titanium Dioxide Co., Ltd.",SHE:002145,30.3,High ESG Risk,279
"CNO Financial Group, Inc.",NYS:CNO,21.7,Medium ESG Risk,279
CNOOC Energy Technology & Services Ltd.,SHG:600968,27.6,Medium ESG Risk,279
CNOOC Ltd.,HKG:883,41.5,Severe ESG Risk,279
CNOOC Petroleum North America ULC,-,42.7,Severe ESG Risk,279
CNP Assurances SA,-,15.6,Low ESG Risk,279
"CNPC Capital Co., Ltd.",SHE:000617,38.6,High ESG Risk,280
"CNSIG Inner Mongolia Chemical Industry Co., Ltd.",SHG:600328,34,High ESG Risk,280
CNX Resources Corp.,NYS:CNX,44.3,Severe ESG Risk,280
Co-entreprise de Transport d’Electricité SA,-,27.9,Medium ESG Risk,280
Co-operators Financial Services Ltd.,-,29.3,Medium ESG Risk,280
Co-Tech Development Corp.,ROCO:8358,20.6,Medium ESG Risk,280
Coal Energy SA,WAR:CLE,65.5,Severe ESG Risk,280
Coal India Ltd.,BOM:533278,41.4,Severe ESG Risk,280
Coast Capital Savings Federal Credit Union,-,27.1,Medium ESG Risk,280
Coast Entertainment Holdings Ltd.,ASX:CEH,34,High ESG Risk,280
Coastal Financial Corp. (Washington),NAS:CCB,38.7,High ESG Risk,281
Coats Group Plc,LON:COA,7.9,Negligible ESG Risk,281
Cobram Estate Olives Ltd.,ASX:CBO,46.8,Severe ESG Risk,281
"Coca-Cola Bottlers Japan Holdings, Inc.",TKS:2579,27.4,Medium ESG Risk,281
"Coca-Cola Consolidated, Inc.",NAS:COKE,39.6,High ESG Risk,281
Coca-Cola Europacific Partners plc,NAS:CCEP,13.6,Low ESG Risk,281
Coca-Cola FEMSA SAB de CV,MEX:KOFUBL,25.2,Medium ESG Risk,281
Coca-Cola HBC AG,LON:CCH,17.3,Low ESG Risk,281
Coca-Cola Icecek AS,IST:CCOLA.E,17.8,Low ESG Risk,281
Cochin Shipyard Ltd.,BOM:540678,27.5,Medium ESG Risk,281
Cochlear Ltd.,ASX:COH,26.8,Medium ESG Risk,282
Codan Ltd.,ASX:CDA,10.1,Low ESG Risk,282
"Codexis, Inc.",NAS:CDXS,38.4,High ESG Risk,282
"Codorus Valley Bancorp, Inc.",-,30.7,High ESG Risk,282
"Coeur Mining, Inc.",NYS:CDE,32,High ESG Risk,282
Coface SA,PAR:COFA,18.4,Low ESG Risk,282
"COFCO Biotechnology Co., Ltd.",SHE:000930,36.9,High ESG Risk,282
"COFCO Capital Holdings Co., Ltd.",SHE:002423,18.9,Low ESG Risk,282
COFCO Corp.,-,41.7,Severe ESG Risk,282
COFCO International (HK) Ltd.,-,23.5,Medium ESG Risk,282
COFCO Joycome Foods Ltd.,HKG:1610,44.5,Severe ESG Risk,283
COFCO Sugar Holding Co. Ltd.,SHG:600737,48.8,Severe ESG Risk,283
Cofinimmo SA,BRU:COFB,10.5,Low ESG Risk,283
Coforge Ltd.,BOM:532541,22.6,Medium ESG Risk,283
"Cogeco Communications, Inc.",TSE:CCA,11,Low ESG Risk,283
"Cogeco, Inc.",TSE:CGO,12.4,Low ESG Risk,283
"Cogent Biosciences, Inc.",NAS:COGT,30.5,High ESG Risk,283
"Cogent Communications Holdings, Inc.",NAS:CCOI,30.3,High ESG Risk,283
Cogna Educação SA,BSP:COGN3,10.7,Low ESG Risk,283
Cognex Corp.,NAS:CGNX,9.9,Negligible ESG Risk,283
Cognizant Technology Solutions Corp.,NAS:CTSH,15.2,Low ESG Risk,284
Cognor Holding SA,WAR:COG,42.4,Severe ESG Risk,284
"Cohen & Steers, Inc. (New York)",NYS:CNS,26.2,Medium ESG Risk,284
Coherent Corp.,NYS:COHR,17.5,Low ESG Risk,284
"Coherus BioSciences, Inc.",NAS:CHRS,28.1,Medium ESG Risk,284
"Cohu, Inc.",NAS:COHU,16.4,Low ESG Risk,284
"Coinbase Global, Inc.",NAS:COIN,27.8,Medium ESG Risk,284
Coinshares International Ltd.,OME:CS,26.1,Medium ESG Risk,284
Colbún SA,SGO:COLBUN,25.8,Medium ESG Risk,284
Coles Group Ltd.,ASX:COL,20.6,Medium ESG Risk,284
Colgate-Palmolive (India) Ltd.,BOM:500830,27.8,Medium ESG Risk,285
Colgate-Palmolive Co.,NYS:CL,24.1,Medium ESG Risk,285
"Collegium Pharmaceutical, Inc.",NAS:COLL,29.4,Medium ESG Risk,285
"Colliers International Group, Inc.",TSE:CIGI,10.9,Low ESG Risk,285
Collins Foods Ltd.,ASX:CKF,27.8,Medium ESG Risk,285
Colombia Telecomunicaciones SA ESP,BOG:COLTEL,24.8,Medium ESG Risk,285
Colonial Pipeline Co.,-,39.5,High ESG Risk,285
"Colony Bankcorp, Inc.",NAS:CBAN,27.8,Medium ESG Risk,285
"COLOPL, Inc.",TKS:3668,16.1,Low ESG Risk,285
Coloplast A/S,CSE:COLO.B,14.9,Low ESG Risk,285
"Colowide Co., Ltd.",TKS:7616,33.7,High ESG Risk,286
Colruyt Group NV,BRU:COLR,18,Low ESG Risk,286
Colt CZ Group SE,PRA:CZG,35.8,High ESG Risk,286
Coltene Holding AG,SWX:CLTN,23.3,Medium ESG Risk,286
"Columbia Banking System, Inc.",NAS:COLB,27.7,Medium ESG Risk,286
"Columbia Financial, Inc.",NAS:CLBK,29.5,Medium ESG Risk,286
Columbia Sportswear Co.,NAS:COLM,14.5,Low ESG Risk,286
Columbus McKinnon Corp.,NAS:CMCO,26.6,Medium ESG Risk,286
Com2uS Corp.,KRX:078340,25.8,Medium ESG Risk,286
Com2uS Holdings Corp.,KRX:063080,21.1,Medium ESG Risk,286
Com7 Public Co. Ltd.,BKK:COM7,19.5,Low ESG Risk,287
Comarch SA,WAR:CMR,18.2,Low ESG Risk,287
Comba Telecom Systems Holdings Ltd.,HKG:2342,20.6,Medium ESG Risk,287
Comcast Corp.,NAS:CMCSA,22.1,Medium ESG Risk,287
"Comerica, Inc.",NYS:CMA,25,Medium ESG Risk,287
COMET Holding AG,SWX:COTN,9.9,Negligible ESG Risk,287
"Comforia Residential REIT, Inc.",TKS:3282,13.3,Low ESG Risk,287
"Comfort Systems USA, Inc.",NYS:FIX,35.1,High ESG Risk,287
ComfortDelGro Corp. Ltd.,SES:C52,14,Low ESG Risk,287
Cominar Real Estate Investment Trust,-,18.9,Low ESG Risk,287
Comisión Federal de Electricidad SA de CV,-,61.1,Severe ESG Risk,288
Comisión Nacional de los Mercados y la Competencia,-,49.1,Severe ESG Risk,288
"Commerce Bancshares, Inc. (Missouri)",NAS:CBSH,23.2,Medium ESG Risk,288
Commercial Bank of Dubai,DFM:CBD,32.1,High ESG Risk,288
Commercial Bank of Qatar,DSMD:CBQK,26.2,Medium ESG Risk,288
Commercial International Bank - Egypt (CIB) SAE,CAI:COMI,22.6,Medium ESG Risk,288
Commercial Metals Co.,NYS:CMC,25.9,Medium ESG Risk,288
"Commercial Vehicle Group, Inc.",NAS:CVGI,29.3,Medium ESG Risk,288
Commerzbank AG,ETR:CBK,24.4,Medium ESG Risk,288
CommonSpirit Health (Illinois),-,33.8,High ESG Risk,288
Commonwealth Bank of Australia,ASX:CBA,14.1,Low ESG Risk,289
Commonwealth Edison Co.,-,26.3,Medium ESG Risk,289
"CommScope Holding Co., Inc.",NAS:COMM,13.6,Low ESG Risk,289
"Community Bank System, Inc.",NYS:CBU,24.5,Medium ESG Risk,289
"Community Health Systems, Inc.",NYS:CYH,34.2,High ESG Risk,289
"Community Healthcare Trust, Inc.",NYS:CHCT,17.6,Low ESG Risk,289
"Community Trust Bancorp, Inc. (Kentucky)",NAS:CTBI,31.9,High ESG Risk,289
Community West Bancshares,NAS:CWBC,26.5,Medium ESG Risk,289
"Commvault Systems, Inc.",NAS:CVLT,15.5,Low ESG Risk,289
Compagnie de l'Odet SE,PAR:ODET,15.7,Low ESG Risk,289
Compagnie de Saint-Gobain SA,PAR:SGO,18.9,Low ESG Risk,290
Compagnie des Alpes SA,PAR:CDA,26.9,Medium ESG Risk,290
Compagnie Financière Richemont SA,SWX:CFR,12.6,Low ESG Risk,290
Compagnie Financière Tradition SA,SWX:CFT,34.4,High ESG Risk,290
Compagnie Générale des Établissements Michelin SCA,PAR:ML,10.1,Low ESG Risk,290
"Compal Electronics, Inc.",TAI:2324,12.4,Low ESG Risk,290
Companhia Brasileira de Alumínio,BSP:CBAV3,28.3,Medium ESG Risk,290
Companhia Brasileira de Distribuicao,BSP:PCAR3,21.2,Medium ESG Risk,290
Companhia de Ferro Ligas da Bahia,BSP:FESA4,34.9,High ESG Risk,290
Companhia de Saneamento Basico do Estado de Sao Paulo SABESP,BSP:SBSP3,34.2,High ESG Risk,290
Companhia de Saneamento de Minas Gerais,BSP:CSMG3,34.6,High ESG Risk,291
Companhia de Saneamento do Paraná,BSP:SAPR4,31.2,High ESG Risk,291
Companhia Energética de Minas Gerais SA,BSP:CMIG4,22.3,Medium ESG Risk,291
Companhia Paranaense de Energia,BSP:CPLE6,22,Medium ESG Risk,291
Companhia Siderurgica Nacional,BSP:CSNA3,28.1,Medium ESG Risk,291
Compañía Cervecerías Unidas SA,SGO:CCU,18.6,Low ESG Risk,291
Compañía de Minas Buenaventura SAA,LIM:BUENAVC1,41.4,Severe ESG Risk,291
Compañía Española de Petróleos SA,-,24,Medium ESG Risk,291
Compania Sud Americana de Vapores SA,SGO:VAPORES,23,Medium ESG Risk,291
Compass Diversified Holdings,NYS:CODI,30.5,High ESG Risk,291
Compass Group Plc,LON:CPG,18.5,Low ESG Risk,292
"Compass Minerals International, Inc.",NYS:CMP,32.3,High ESG Risk,292
"Compass Therapeutics, Inc.",NAS:CMPX,33.9,High ESG Risk,292
"Compass, Inc. (New York)",NYS:COMP.EQ,24.7,Medium ESG Risk,292
"Compeq Manufacturing Co., Ltd.",TAI:2313,23.1,Medium ESG Risk,292
"CompoSecure, Inc.",NAS:CMPO,25.8,Medium ESG Risk,292
CompuGroup Medical Societas Europaea,ETR:COP,14.7,Low ESG Risk,292
Computacenter Plc,LON:CCC,13.8,Low ESG Risk,292
Computer Age Management Services Ltd.,BOM:543232,19.5,Low ESG Risk,292
Computer Direct Group Ltd.,TAE:CMDR,24.9,Medium ESG Risk,292
Computer Engineering & Consulting Ltd.,TKS:9692,22.3,Medium ESG Risk,293
Computer Modelling Group Ltd.,TSE:CMG,19.1,Low ESG Risk,293
Computershare Ltd.,ASX:CPU,16.9,Low ESG Risk,293
"CompX International, Inc.",ASE:CIX,8.9,Negligible ESG Risk,293
"Comstock Resources, Inc.",NYS:CRK,45,Severe ESG Risk,293
COMSYS Holdings Corp.,TKS:1721,41.6,Severe ESG Risk,293
Comtech Telecommunications Corp.,NAS:CMTL,22.4,Medium ESG Risk,293
Comture Corp.,TKS:3844,23.5,Medium ESG Risk,293
"Conagra Brands, Inc.",NYS:CAG,26.8,Medium ESG Risk,293
Concejo AB,OME:CNCJO.B,18.6,Low ESG Risk,293
Concentra Bank,-,24.2,Medium ESG Risk,294
Concentradora Fibra Danhos SA de CV,MEX:DANHOS13,9.6,Negligible ESG Risk,294
Concentric AB,OME:COIC,21.3,Medium ESG Risk,294
Concentrix Corp.,NAS:CNXC,14.3,Low ESG Risk,294
Concepcion Industrial Corp.,PHS:CIC,29.6,Medium ESG Risk,294
Concord New Energy Group Ltd.,HKG:182,20.2,Medium ESG Risk,294
"Concordia Financial Group, Ltd.",TKS:7186,26.6,Medium ESG Risk,294
Concordia Maritime AB,-,37.8,High ESG Risk,294
Concordia University,-,14.2,Low ESG Risk,294
"Concrete Pumping Holdings, Inc.",NAS:BBCP,44.3,Severe ESG Risk,294
"Conduent, Inc.",NAS:CNDT,21.9,Medium ESG Risk,295
Conduit Holdings Ltd.,LON:CRE,27.7,Medium ESG Risk,295
"Confluent, Inc.",NAS:CFLT,17.9,Low ESG Risk,295
CONMED Corp.,NYS:CNMD,27.6,Medium ESG Risk,295
Connect Plus (M25) Issuer PLC,-,26.1,Medium ESG Risk,295
Connecteast Finance Pty Ltd.,-,9.4,Negligible ESG Risk,295
"ConnectOne Bancorp, Inc.",NAS:CNOB,34.1,High ESG Risk,295
"Connectwave Co., Ltd.",-,28,Medium ESG Risk,295
"Connor, Clark & Lunn Infrastructure Ltd.",-,31,High ESG Risk,295
ConocoPhillips,NYS:COP,33.1,High ESG Risk,295
"Consensus Cloud Solutions, Inc.",NAS:CCSI,24.2,Medium ESG Risk,296
"CONSOL Energy, Inc.",NYS:CEIX,42.3,Severe ESG Risk,296
"Consolidated Communications Holdings, Inc.",NAS:CNSL,35.6,High ESG Risk,296
"Consolidated Edison Company of New York, Inc.",-,29.3,Medium ESG Risk,296
"Consolidated Edison, Inc.",NYS:ED,21.1,Medium ESG Risk,296
Consolidated Energy AG,-,45.7,Severe ESG Risk,296
Consolidated Water Co. Ltd.,NAS:CWCO,35.5,High ESG Risk,296
Consorcio Corredor Vial Bioceanico,-,13.8,Low ESG Risk,296
"Constellation Brands, Inc.",NYS:STZ,26.4,Medium ESG Risk,296
Constellation Energy Corp.,NAS:CEG,28.5,Medium ESG Risk,296
Constellation Energy Generation LLC,-,33.4,High ESG Risk,297
"Constellation Software, Inc.",TSE:CSU,25.9,Medium ESG Risk,297
Constellium SE,NYS:CSTM,21.8,Medium ESG Risk,297
Construcciones y Auxiliar de Ferrocarriles SA,MCE:CAF,20,Low ESG Risk,297
"Construction Partners, Inc.",NAS:ROAD,51.1,Severe ESG Risk,297
"Consumer Portfolio Services, Inc.",NAS:CPSS,31.7,High ESG Risk,297
Consumers Energy Co.,-,32.4,High ESG Risk,297
Consumers Gas Ltd.,-,26.7,Medium ESG Risk,297
Consun Pharmaceutical Group Ltd.,HKG:1681,28.8,Medium ESG Risk,297
Contact Energy Ltd.,NZE:CEN,31.3,High ESG Risk,297
Container Corp. of India Ltd.,BOM:531344,28.9,Medium ESG Risk,298
Container Leasing International LLC,-,28.2,Medium ESG Risk,298
Contec Medical Systems Co. Ltd.,SHE:300869,32.9,High ESG Risk,298
"Contemporary Amperex Technology Co., Ltd.",SHE:300750,19,Low ESG Risk,298
"ContextLogic, Inc.",NAS:LOGC,24.2,Medium ESG Risk,298
Continental AG,ETR:CON,17.5,Low ESG Risk,298
Continental Holdings Corp.,TAI:3703,36.7,High ESG Risk,298
"Continental Resources, Inc.",-,41,Severe ESG Risk,298
Continuum Green Energy Ltd. (Singapore),-,20.9,Medium ESG Risk,298
Controladora Vuela Compañía de Aviación SAB de CV,MEX:VOLARA,27.2,Medium ESG Risk,298
ConvaTec Group Plc,LON:CTEC,14.5,Low ESG Risk,299
"Converge Information & Communications Tech Solutions, Inc.",PHS:CNVRG,19.7,Low ESG Risk,299
Converge Technology Solutions Corp.,TSE:CTS,22.8,Medium ESG Risk,299
"Convergent Energy & Power, Inc.",-,10.2,Low ESG Risk,299
Cool Co. Ltd.,OSL:CLCO,30.4,High ESG Risk,299
Cooper Energy Ltd.,ASX:COE,47.6,Severe ESG Risk,299
"Cooper-Standard Holdings, Inc.",NYS:CPS,16,Low ESG Risk,299
Coöperatieve Rabobank UA,-,12.3,Low ESG Risk,299
Coor Service Management Holding AB,OME:COOR,7.7,Negligible ESG Risk,299
Copa Holdings SA,NYS:CPA,30.8,High ESG Risk,299
"Copart, Inc.",NAS:CPRT,15.7,Low ESG Risk,300
Copperstone Resources AB,OME:VISC,48.1,Severe ESG Risk,300
COPT Defense Properties,NYS:CDP,10.7,Low ESG Risk,300
Corbion NV,AMS:CRBN,18.6,Low ESG Risk,300
"Corcept Therapeutics, Inc.",NAS:CORT,28.1,Medium ESG Risk,300
Cordelio Amalco GP I,-,54.3,Severe ESG Risk,300
"Core & Main, Inc.",NYS:CNM,19.8,Low ESG Risk,300
Core Laboratories Inc.,NYS:CLB,40.9,Severe ESG Risk,300
Core Lithium Ltd.,ASX:CXO,45.4,Severe ESG Risk,300
"Core Molding Technologies, Inc.",ASE:CMT,27.5,Medium ESG Risk,300
CoreCard Corp.,NYS:CCRD,25.6,Medium ESG Risk,301
"CoreCivic, Inc.",NYS:CXW,27.5,Medium ESG Risk,301
Corem Property Group AB,OME:CORE.A,11.1,Low ESG Risk,301
Coretronic Corp.,ROCO:5371,12.3,Low ESG Risk,301
"CorMedix, Inc.",NAS:CRMD,29.3,Medium ESG Risk,301
"Corning, Inc.",NYS:GLW,16.7,Low ESG Risk,301
